_id,author,date,section,sub_title,text,title,url
180,Jose Cassio,2019-04-01T19:33:51+00:00,Destaques,N/A,"O prefeito de São Paulo, Bruno Covas, em uma nova demonstração de fragilidade política, deve ser derrotado na sua intenção de indicar o presidente do diretório municipal do PSDB na eleição que acontece domingo, 14 de abril.,Preocupados com a inexpressividade do indicado, o militante Fernando Alfredo, braço direito de Bruno junto às bases do partido, e com o ritmo devagar do próprio prefeito, os vereadores tucanos estão se organizando para bancar o nome de um parlamentar na presidência do diretório.,Adriana Ramalho é a escolhida pelo grupo para encabeçar a chapa.,Ela conta com apoio de boa parte dos nove membros da bancada na câmara de vereadores.,O assunto ainda é desconhecido do grande público, mas uma realidade consistente nos bastidores.,Tradicionalmente, o PSDB sempre bancou um parlamentar com mandato na presidência do diretório paulistano em ano de eleição.,Na última vez em que um assessor alcançou o comando da Executiva, em 2003, houve uma ‘virada de mesa’.,O atual vereador José Police Neto (PSD), então subordinado na Assembleia Legislativa, foi indicado pelo padrinho Walter Feldman, na época presidente da Alesp, mas teve sua nomeação contestada.,Como o PSDB se preparava, com José Serra, para impedir a reeleição de Marta Suplicy, os tucanos optaram por um nome com mais peso político: Police Neto foi convidado a se retirar e a presidência caiu no colo de Édson Aparecido, que na época era deputado estadual.,A gota d´água para a mobilização contra a indicação de Fernando Alfredo foi o descaso de Bruno Covas durante a tragédia ocasionada pelas chuvas no início de março, quando 12 pessoas morreram na capital e cidades da grande SP.,No sábado, 9, dois dias antes do ápice da tempestade, o prefeito embarcou com seu secretário e amigo Gustavo Pires para uns dias de folga em Portugal e Alemanha.,Só retornou quatro dias depois ao ser fortemente repreendido pelo governador João Doria.,O movimento dos vereadores para barrar a candidatura de Fernando Alfredo tem o apoio velado de Doria.,O governador não esconde o descontentamento com a inoperância de Bruno e já tem uma carta na manga caso Adriana Ramalho não consiga se viabilizar: o ex-deputado Ricardo Trípoli também está de olho na possibilidade de presidir o diretório e coordenar os tucanos na eleição municipal do ano que vem.,x.x.x.x,Sobre a matéria “Tucanos se mobilizam para tratorar Bruno Covas na escolha do presidente do PSDB em SP”, quero deixar claro que não sou candidata à presidência do PSDB municipal e que o prefeito Bruno Covas conta com meu apoio dentro e fora da Câmara Municipal., ",Tucanos se mobilizam para tratorar Bruno Covas na escolha do presidente do PSDB em SP. Por José Cássio,https://www.diariodocentrodomundo.com.br/tucanos-se-mobilizam-para-tratorar-bruno-covas-na-escolha-do-presidente-do-psdb-em-sp-por-jose-cassio/
181,Larissa Bernardes,2019-04-01T23:01:02+00:00,Destaques,N/A,,VÍDEO - Moro viraliza com nova pronúncia de “cônjuge”: “CONJE”,https://www.diariodocentrodomundo.com.br/video-moro-viraliza-com-nova-pronuncia-de-conjuge-conje/
182,Pedro Zambarda de Araujo,2019-03-23T07:57:26+00:00,Destaques,N/A,"Antes de encontrar Donald Trump num domingo, 17 de março de 2019, Jair Bolsonaro promoveu um jantar em Washington com figurões da extrema-direita.,Sentado ao lado do presidente, com um paletó bege acinzentado, estava seu guru Olavo de Carvalho.,Do lado esquerdo estava Steve Bannon, ex-estrategista-chefe de Trump, afastado do governo americano.,Bannon aproveitou o encontro para criticar o vice-presidente brasileiro, o general Hamilton Mourão, por ser uma voz “dissonante”.,Chamado pela velha mídia de “escritor”, Olavo foi a real estrela da noite.,“Você é o líder da revolução”, disse-lhe o ministro da Economia Paulo Guedes. Sergio Moro lhe contou que leu seu livro “Jardim das Aflições”.,Antipetista ultramontano, Olavo tem um filho, Davi, que foi aprovado em 2012 para receber o Bolsa Família.,Twitter, em 2015, que o “prato preferido nos jantares de caridade do Bolsa Família” é “mandioca no pirarucu”.,Em ,, Olavo diz que o Bolsa Família é resultado do “endividamento interno” que teria promovido distribuição de renda, e não do avanço do PIB.,Numa , declarou que o programa é benéfico, mas emendou que foi uma criação de FHC e não de Lula.,Para ter direito ao benefício, a renda do indivíduo deve variar entre R$ 85,01 e R$ 170,00 por pessoa.,Quem teve a inscrição aprovada foi Stephanie Ferro, casada com Davi. Ela era, na época, bacharel em direito, aprovada na PUC do Paraná. Viviam em Atibaia.,A inscrição durou de 2013 até 2016. Nem Stephanie e nem Davi de Carvalho retiraram o dinheiro que foi depositado.,O Ministério Público abriu ,.,Depois de deixar Atibaia, onde morava e obteve aprovação do Bolsa Família, Stephanie foi morar em Jericoacoara, onde sua mãe, Rosely, tinha uma pousada.,No ano de 2015, o casal passou seis meses dos Estados Unidos. A própria comprovação de que a esposa de Davi de Carvalho frequentou a PUC contradiz os parâmetros de cadastro no programa social.,“Davi é próximo do Olavo, esteve por seis meses nos EUA para aparecer nas filmagens do Jardim das Aflições. Minha mãe contou a história que eles iriam atrás do Bolsa Família, mas eu não dei bola porque achei que não conseguiriam”, diz Heloísa de Carvalho, primogênita de Olavo.,“Depois de divulgar uma carta aberta sobre meu pai nas redes sociais, fui levantar as informações sobre os filhos e encontrei essa confirmação no Portal da Transparência”.,Foi ela quem pediu uma investigação do Ministério Público Federal sobre o caso. “Como eles não sacaram o dinheiro do Bolsa Família, não foi constatado crime”, diz.,Em 26 de junho de 2018, Olavo de Carvalho postou no Facebook uma mensagem da nora Stephanie, esposa de Davi, ,“A despeito da minha manifesta preguiça de desmentir pessoas com sérios problemas psiquiátricos, me vi em posição de ter de responder perguntas sobre o Bolsa Família Gate (…)”, escreveu (leia abaixo).,“Nós vivíamos da ajuda de familiares dele e meus, e todos os meus extratos bancários da época podem mostrar que quando recebíamos R$ 500 num mês era muito”, contou.,Na mesma mensagem, Stephanie afirmava que fez a segunda fase da inscrição no Bolsa Família em 24 de fevereiro de 2013, grávida de 8 meses, e em 22 de março de 2013, 10 dias antes do nascimento de seu filho, saiu o resultado com a aprovação.,Em uma live na última terça-feira, 19, junto a seu filho Eduardo, Jair Bolsonaro mencionou uma certa pesquisa encomendada pelo Ministro da Cidadania, Osmar Terra, com 3 mil famílias que recebem Bolsa Família.,“Ele pegou uma garotada de 0 a 3 anos, que foi acompanhada por um tempo, e chegou-se à conclusão que o desenvolvimento intelectual deles, dos filhos de Bolsa Família, equivale a um terço da média mundial”, afirmou.,O DCM tentou ouvir Olavo de Carvalho via email.,“Recebi do Pedro Zambarda de Araújo, do Diário do Cu do Mundo, estas perguntas. Você é idiota o bastante para imaginar que um quarentão pai de dois filhos nada faz sem consultar o papai? Você submete as suas matérias ao julgamento de papai e mamãe?”, respondeu o autoproclamado filósofo.,A respeito da sua mudança de opinião sobre o programa que cresceu nos anos do PT no poder, ele disse: “É proibido mudar de idéia diante de novas informações?”","Olavo de Carvalho, guru de Bolsonaro, teve filho e nora inscritos no Bolsa Família. Por Pedro Zambarda",https://www.diariodocentrodomundo.com.br/olavo-de-carvalho-guru-de-bolsonaro-teve-filho-e-nora-inscritos-no-bolsa-familia-por-pedro-zambarda/
183,Kiko Nogueira,2019-02-09T13:15:44+00:00,Destaques,N/A,,"VÍDEO: ""Todo mundo consegue trabalhar até os 80 anos"", diz Rodrigo Maia na Globo News",https://www.diariodocentrodomundo.com.br/video-todo-mundo-consegue-trabalhar-ate-os-80-anos-diz-rodrigo-maia-na-globo-news/
184,Joaquim de Carvalho,2019-03-29T08:30:26+00:00,analise,N/A,,AO VIVO: O impeachment de Bolsonaro já está no cardápio: será servido? Por Joaquim de Carvalho,https://www.diariodocentrodomundo.com.br/ao-vivo-o-impeachment-de-bolsonaro-ja-esta-no-cardapio-sera-servido-por-joaquim-de-carvalho/
185,Kiko Nogueira,2019-03-31T09:56:01+00:00,Destaques,N/A,"A ideia de Bolsonaro de “comemorar” o golpe — depois “rememorar” — agitou os fantasmas que nunca deixaram de nos assombrar.,As trevas encontraram seu messias: Jair Bolsonaro.",Um país que nunca puniu torturadores e apologistas da ditadura está fadado a eleger um Bolsonaro. Por Kiko Nogueira,https://www.diariodocentrodomundo.com.br/um-pais-que-nunca-puniu-torturadores-e-apologistas-da-ditadura-esta-fadado-a-eleger-um-bolsonaro-por-kiko-nogueira/
186,Diario do Centro do Mundo,2019-04-01T15:27:35+00:00,Destaques,N/A,"
Ao completar um ano da prisão política de Lula, manifestações acontecem no Brasil e no mundo,A data em que a prisão política de Luiz Inácio Lula da Silva completa um ano será motivo de protestos no Brasil e no mundo. Atos em defesa da liberdade de Lula vão acontecer em todo Brasil e em mais de 15 países. O dia 7 de abril marca o início dos atos do movimento Lula Livre.,As manifestações dentro e fora do Brasil vão denunciar o caráter político da prisão do ex-presidente Lula. Quando foi preso, ele era o primeiro colocado nas pesquisas para as eleições de 2018. O juiz que comandou as investigações e condenou Lula foi Sergio Moro que, atualmente, é ministro de Jair Bolsonaro, o maior beneficiado pela prisão de Luiz Inácio Lula da Silva. Lula é vítima de um ataque jurídico e midiático, o chamado lawfare. A prática também será denunciada pelos manifestantes.,O processo difamatório e injusto, do qual Lula é vítima, provoca indignação no Brasil e no exterior. O caso está sendo analisado pelo Comitê de Direitos Humanos da ONU. Além disso, enquanto a grande mídia brasileira e parte do judiciário tentam destruir a imagem do ex-presidente, ele é indicado ao prêmio Nobel da Paz em função da transformação social que provocou no Brasil e pelo combate a fome aqui e em outros países, um dos seus maiores legados. Um abaixo assinado com centenas de milhares de assinaturas apoiam a indicação de Lula.,O significado do ex-presidente para o combate à onda ultranacionalista e conservadora fica claro pela quantidade de atos que vão ser realizados no Brasil e no mundo. A Campanha Lula Livre vai transmitir flashes das manifestações através do Youtube em um programa com 12 horas de duração (o link será divulgado posteriormente).,Abaixo segue a lista com os locais e horários dos atos:,
,:,
Alagoas (AL),
Ato de rua,
Data: 7/4,
Local: Orla lagunar,
Horário: 14h,Bahia (BA),
Data: 7/4,
Bandeiraço,
9h – Viadutos de Salvador,
Passeata Lula Livre,
15h – Campo Grande,
Lula Livre,
17h – Pernambuês,
Aula Publica,
17h – Cajazeiras,
Lula Livre,
16h – Estação da Lapa,Ceará (CE),
Bicicletada Lula Livre,
Praia de Iracema – horário a confirmar,Distrito Federal (DF),
Ações de rua Dia 7 – São Sebastião, Planaltina, Paranoá e Taguatinga.,
Ato Nacional Dia 10 – STF – 14h,Goiás (GO),
Tem programação – dia 7,Maranhão (MA),
Ato de rua – Dia 10 – programação a detalhar,Minas Gerais (MG),
Festival Lula Livre Dia 13 – Ocupação Pátria Livre,Pará (PA),
Ato e caminhada Bairro Terra Firme,Paraíba (PB),
Ato inter-religioso/ político e cultural – Dia 7 – Parque da Lagoa – 15h,Paraná (PR),
Atividades na Vigília Lula Livre,
Data: 7/4,
Local: Em frente a sede da Polícia Federal em Curitiba,
Horário: 6h30 às 14h (ato às 11h),Pernambuco (PE),
Data: 7/4,
Feijoada,
Festival de Pipas Gigantes,
Encontro de Blocos pela Democracia – Armazém do Campo Recife – 11h,
Ato politico Cultural – Praça do Arsenal – Recife – 15h,
Vigilia e Romaria Caetes, no sitio onde Lula Nasceu – 6h30 ate 12h,Rio de Janeiro (RJ),
Futebol com Chico Buarque por Lula Livre,
Data: 6/4,
—,
Festival Democracia e Justiça,
Data: 7/4,
Local: Orla de Copacabana,
Horário: 15h,
—,
Ato Político Lançamento do Comitê Lula Livre Rio,
Data:8/4,
Local: Teatro Casa Grande,
Horário: 18h30,
—,
Panfletagem, banquinhas e microfone aberto no Centro da Cidade –,
Data: 9/4,
Local: Saídas de metrôs e balsa,
—,
Ato em frente ao TRF-2 Em organização centralizada pelo Resista,
Data: 10/4,
Rio Grande do Norte (RN),
Bandeiraço Lula Livre,
Data: 7/4,
Local: Feirinha de Ponta Negra,
Horário: 9h,Rio Grande do Sul (RS),
Festival Lula Livre em Porto Alegre,
Data: 7/4,
Horário: 15h,
Local: Memorial Prestes,Santa Catarina (SC),
Lançamento do Comitê Estadual Lula Livre em Florianópolis,
Data: 10/4,
Local: Fecesc,São Paulo (SP),
Leilão Lula Livre,
Data: 3/4,
Horário: 19h30,
Local: Bar Sabiá,Ato Lula Livre,
Data: 7/4,
Horário: 14h,
Local: Av. Paulista – Praça do Ciclista,Tocantins (TO),
Acampamento da Jornada Lula Livre,
Data: 7 a 10/4,
Local: Palmas,No exterior,
1. Comitê Lula Livre Madri,
– Ato do Coletivo pelos Direitos no Brasil,
Dia 7 de Abril,
Horário: 13:30h,
Plaza Tirso de Molina, Madri, 🇪🇸,2. Deutsche Initiative Lula Livre,
Ato Mundial pela liberdade de Lula,
Dia: 7 de Abril,
Horário: 15h às 17h.,
Local: Marienplatz – Munique 🇩🇪,3. Comitê parisiense de Solidariedade a Lula,
– Ato pela liberdade de Lula,
Dia: 7 de abril, domingo,
Horário: 15h a 18h👊🏼✊🏼,
Local: Esplanada do Trocadéro, Paris 🇫🇷,4. Deutsche Initiative Lula Livre –,
– Kundgebung Freiheit für Lula (Ato Lula Livre),
Dia: 7 de Abril, domingo,
Horário: 16h a 18 h,
Local: Herrmannplatz, 10967, Neukölln, Berlim 🇩🇪,5. Jornada Mundial Lula Livre/Marielle Presente,
– Dill: Deutsche Initiative Lula Livre,
Dia: 7/4,
Horário: 15h às 18h,
Local: Ecke Poststr/An der Suerst, Bonn 🇩🇪,6. Núcleo PT Lisboa,
– 365 dias de injustiça,
Data: 7/04,
Horário: 16 hr.,
Local: Largo Luiz Camões , 1200-234, Lisboa 🇵🇹,7. Vozes do Mundo,
– Ato por Lula Livre,
Data: 7/04,
Horário: 16 hr. as 19 hr.,
Local: Praça 8 de Maio, 8, 3000-300, Coimbra 🇵🇹,8. Deutsche Initiative Lula Livre,
– Ato Mundial Lula Livre,
Data: 07/04,
Horário: 16h às 18h,
Local: Römerberg, Frankfurt 🇩🇪,9. Comitê Lula Livre UK,
– FREE LULA ‘Free Lula London Tour’,
Data: 07/04,
Horário: 13h30 hr,
Local: Embaixada do Brasil em Londres 🇬🇧,10. Lula Livre em Köln,
Brasil em Debate Colônia,
Data: 7/4,
Horário: 13h às 15h,
Local: Köln Domplatte, Colônia 🇩🇪,11. Rassemblement pour Lula,
Comitê Lula Livre Genebra,
Data: 7/04,
Horário: 15h às 17h,
Local: Place des Nations, 1202, Genebra 🇨🇭,12. Coletivo Bologna per la Democrazia in Brasile,
Ato Mundial Lula Livre,
Data: 7/04,
Horario: 17:00 horas,
Local: Piazza Nettuno, 40123, Bolonha 🇮🇹,13. Lula livre- The fight to free Lula and regain democracy in Brazil,
Coletivos BRADO/DDB/Mulheres da resistência no Exterior/,
Dia: 6/04,
Horario: 6:30pm,
Local: 320W 37th ST NY, 🇺🇸,14. Coletivo Amsterdam pela Democracia no Brasil,
Ato Mundial Lula Livre,
Data: 7/04,
Horário: 14:00 horas,Local: Praca De Dam, Amsterdã,15. Deutsche Initiative Lula Livre,
Zusammen für Lula Livre Hamburg,
Dia 7/4,
Horário: 11h às 12h,
Local: Landungsbrücke, Hamburg 🇩🇪,16. Komitee Freiheit für Lula,
Prisão de Lula e a Lava Jato – Palestra com Jessé de Souza,
Data:09/04,
Horário: 18h-21h.,
Kleine Alessandrstr, 28, 10178, Berlim 🇩🇪,17. Ato Mundial Lula Lula Livre Barcelona,
Data: 7/4,
Horário: 12h às 14h.,
Local: Cascada Del Parque De La Ciudadela, Barcelona 🇪🇸,18. Comitato Italiano Lula Livre,
Atto di solidarietà per Lula,
Data: 4/7,
Horário: 18h às 20 h.,
Local: Corso Italia, Roma 🇮🇹,19. Pela Democracia, Lula Livre e pela vida de Marielle,
Data:07/04,
Horário: 15 às 17,
Local: Jens Kofods Gade 1, st th, 1268 Embaixada do Brasil em Copenhague 🇩🇰,20. Jornada Mundial Lula Livre Melbourne,
Data: 7/4,
Horário: 17:15h às 19h,
Local: State Librabry of Victoria, 328 Swanston Street, Melbourne 3000 🇦🇺,21. Acto por Lula Livre Montevideo,
Data: 05/04,
Horário: 18h,
Local: Plaza De La Bandera, Montevideo 🇺🇾,23. Freedom for Lula, a politica prisoner,
Estocolmo,
Data: 06/04,
Horário: 17:00 as 20:00 horas,
Local: Kungsgatan 84, Kungsholmen Stockholm, Sverige,
Suécia 🇸🇪,24. Lula Livre – Free Lula Saint Louis,
Data: 07/04,
Horário: 14h às 15 h.,
6600 Delmar Blvd, University City, Mo 63130-4503 , Saint Louis 🇺🇸,25. Acto por la liberdad,
de Lula da Silva,
– Coletivo Regina de Sena México Brasil contra o Golpe,
Data: 7/4,
Horário: 12h às 13h,
Local: Ángel de la Independencia 06500 Cidade do México 🇲🇽,26.Ato Mundial Lula Livre,
Committe FreeLula Áustria,
Data: 7/4,
Horário: 15h às 18h,
Local: Stephansplatz, em frente à Vigilkapelle da Stephansdom – Viena 🇦🇹,27. ‘Free Lula! For Democracy in Brazil’,
Brazi Liberation Front – Manchester UK,
Data: 07/04,
Horário: 15h,
Local: Picadilly Gardens,
Manchester UK 🇬🇧,28. Prisão de Lula e a Lava Jato c/ Jessé de Souza,
– Comitê Lula Livre Berlim Die Linke,
Data: 9/7,
Horário: 18h às 21:00,
Local: Kleine Alexanderstr. 28, 10178,
Berlim 🇩🇪,29. Colação Coletiva dos adesivos Lula Livre em Berlim,
– Comitê Lula Livre Berlim,
Data: 03-06/04,
Horário: à confirmar,
Concentração: Portão de Brandenburg,
Berlim 🇩🇪 Kassel 🇩🇪 Frankfurt 🇩🇪,30. Aula aberta, show e exposição: Lula livre- The fight to free Lula and regain democracy in Brazil,
Com o lançamento do Comitê Lula Livre EUA – Free Lula Committee USA,
Organização: The People’s Forum, Comitê Defend Democracy in Brazil, Coletivos Alerta, BRADO, Humanas e Mulheres da resistência no Exterior,
Dia: 6/04,
Horario: 18:30- 23hs,
Local: 320 W. 37th ST , Nova York 🇺🇸,31. ‘Ato Free Lula’,
Data: 10/04,
Horário: 5h30,
Local: Embaixada do BRASIL em Londres 🇬🇧,32. Exibição de Filme:,
‘Já vimos esse filme’,
Data: 13/04,
Horário: 6pm,
Local: Calders Bookshop,,
51, The Cut, SE1 8LF Londres 🇬🇧,33. Ato e Passeata Lula Livre,
Comitê Lula Livre EUA/ Free Lula Committee USA,
Dia: 07/04,
Horário: 14hs,
Local: Union Square & 14th Street, Nova York",Novo vídeo da campanha Lula Livre convoca para atos nas maiores cidades do mundo,https://www.diariodocentrodomundo.com.br/novo-video-da-campanha-lula-livre-convoca-para-atos-nas-maiores-cidades-do-mundo/
187,Diario do Centro do Mundo,2019-04-01T18:41:15+00:00,Brasil,N/A,"Fui designada Conselheira da Comissão de Anistia do Ministério da Justiça do Brasil após a edição da Lei 9.504 de 2002, quando Dr. Marcelo Lavenère exercia a presidência.,Trabalho pro bono, de relevantes serviços prestados ao povo brasileiro ao país, e a democracia, dedicado à memória,,verdade e justiça, o tripé da Justiça de Transição. Dar voz aos que lutaram pelas liberdades, conceder reparação pelas violações sofridas e pedir desculpas em nome do Estado Democrático de Direito pelo arbítrio cometido pelo estado de exceção, tudo isso foi, sem duvida, um dos melhores trabalhos da minha vida.,O golpe civil-militar de 1o. de abril de 1964 produziu, em 21 anos, violações transgeracionais e, depois de 55 anos, as atitudes do atual,governo continuam produzindo graves violações aos direitos humanos, com a falta de respeito às vitimas, especialmente os camponeses, sobre os quais me debrucei com maior atenção.,Falo dos camponeses do Araguaia, sul do Pará, meu Estado. E do Grupo dos Onze, nos Estado do Paraná, Santa Catarina e Rio Grande do Sul.,A Guerrilha do Araguaia é de todos conhecida, pela produção de vasto material que incluem livros, filmes, reportagens que podem ser vistos numa busca nos sítios da internet., Pouco conhecida é a ditadura na vida dos camponeses. Os relatos são dramáticos. Acusados de proteger os guerrilheiros, paulistas, povo da mata, como eram conhecidos os militantes do PCdoB, os camponeses, pobres e analfabetos, nem sequer sabiam o que estava acontecendo no país, sem comunicação, pois não tinham rádio. Foram presos em buracos na base da Bacaba em Marabá, torturados com diversos métodos, inclusive ficando horas de pé na lata de leite moça, compelidos a guiar na mata os militares.,O mais perverso foi a expulsão das terras que ocupavam, a violência contra as mulheres e o sequestro e adoções ilegais de crianças, este último investigado pelo jornalista Eduardo Reina. ,As famílias foram expulsas da terra sem direito a colher o que plantavam e sem poder levar seus pertences e não puderam mais retornar. Após o encerramento das ações dos militares na região, as terras foram VENDIDAS para fazendeiros. Obrigados a viver na periferia das cidades da região, foram submetidos à discriminação de toda ordem, acusados de ajudar terroristas. Imaginem-se os efeitos discriminatórios em cidades pequenas do interior do Brasil. ,Sem registro das ações dos militares ou da falta de abertura dos arquivos da repressão,,são poucos os camponeses que conseguiram anistia por falta de provas da perseguição e do largo espaço de tempo passado. Os que conseguiram tiveram seus processos contestados em juízo por um advogado da família do atual presidente do Brasil, inclusive recém-nomeado Conselheiro da Comissão de Anistia.,A violência contra as mulheres é um tema invisibilizado. Seja pela vergonha que as mulheres violadas carregavam, às vezes como culpa, já que muitas delas eram casadas, seja pela banalização e do machismo repressor e violento que considerava e ainda banaliza a violência. As mulheres foram multiplamente violentadas. Perderam suas casas, suas terras, seus filhos e foram sexualmente violentadas, inclusive podem ter gerado filhos, fruto dessa criminosa violação.,O sequestro e adoções ilegais, denunciados por Eduardo Reina no livro Cativeiro Sem Fim, revelam outra face perversa da ditadura contra mulheres e crianças no Araguaia. Conheci Reina numa viagem que fiz a Marabá. Na ocasião, a Comissão da Verdade do Estado do Pará, em caravana, ouvia os camponeses e seus descendentes. Revelou, na ocasião, que estava investigando, com fortes evidências, que crianças foram sequestradas na região. Crianças a quem foi negado sua história de vida, os traumas que carregam quando descobriram que seus pais, os de criação, são torturadores, e seus verdadeiros pais foram os que lutaram pelas liberdades. É certo afirmar, por ter ouvido de vários filhos dos perseguidos, que as crianças sofreram graves violações de direitos humanos. Vivendo na clandestinidade, sem nome dos pais na certidão de nascimento, tachados de filho de comunista, excluídos da família, da escola e dos amigos.,O Grupo dos Onze, ditos como amigos do então governador Leonel Brizola, como ficaram conhecidos, a maioria camponeses do interior do sul do Brasil. Com pouca organização capaz de fazer face ao regime, a maioria sem a consciência do momento politico, sem armas, muitos alegavam, inclusive, que não sabiam o que era comunismo,,porém sofreram implacável perseguição.,Presos, torturados e socialmente discriminados, já que viviam em municípios pequenos, muitos saíram clandestinos do país rumo à Argentina e Uruguai. Perderam suas terras, comércios, inclusive suas famílias, que não puderam acompanhá-los. ,Os ditadores prendiam, sequestravam indiscriminadamente os homens, sem registro. Semelhantes aos camponeses do Araguaia, os processos de anistia não têm provas suficientes para a concessão. Porém, a luta deve ser que a prova seja o ônus do Estado violador, que criou um inimigo, atacando-o com violência brutal, o homem do campo.,É uma falácia o discurso dos que defendem o arbítrio, dizer que o golpe foi pedido pela sociedade contra o avanço do comunismo e que somente os comunistas foram perseguidos. Os camponeses, assim como os índios, sofreram violação de direitos humanos básicos e fundamentais.,.x.x.x.x.",Os camponeses torturados pela ditadura no Brasil merecem respeito e indenização. Por Ana Maria Oliveira,https://www.diariodocentrodomundo.com.br/os-camponeses-torturados-pela-ditadura-no-brasil-merecem-respeito-e-indenizacao-por-ana-maria-oliveira/
188,Davi Nogueira,2019-02-21T13:35:07+00:00,N/A,N/A,"Uma grande polêmica tomou conta do mundo das celebridades norte-americanas. O ator Jussie Smollett, astro de Empire, uma das séries de maior audiência nos Estados Unidos, foi preso nesta quinta-feira (21), acusado de forjar um ataque racista contra si mesmo e de ter feito uma denúncia falsa a partir do caso.,Tudo começou no final do mês passado, quando Smollett foi encaminhado a um hospital com uma costela fraturada e disse as autoridades que foi agredido por dois homens brancos, que lhe xingaram com palavras de cunho racista e homofóbico e chegaram a jogar água sanitária sobre ele. O ator ainda relatou que antes de fugirem, os homens teria gritado um slogan usado pelo presidente americano Donald Trump.,Porém, durante as investigações, começaram a surgir informações através da mídia de que o ator teria simulado todo o ocorrido. As suspeitas maiores vieram quando dois homens presos pela agressão, que teriam até trabalhado como figurantes em Empire, confessaram que Smollett pagou para que eles realizassem o ataque. Através das redes sociais, nesta quinta, a Polícia de Chicago informou que o ator está sob custódia dos detetives. Ele e seus representantes negam que a agressão tenha sido armada.,Antes mesmo da prisão, a mídia norte-americana, diante dos rumores de que Smollett teria forjado o ataque, já especulavam que o ator poderia perder espaço em Empire, tendo algumas de suas cenas cortadas. Na ocasião, o canal Fox, que exibe a série, chegou a rebater os rumores e demonstrou apoio ao astro. Resta saber agora se o canal manterá essa posição após a prisão do ator e caso haja a comprovação de que ele realmente simulou a agressão.,(…)",Ator de série transmitida pela Globo é preso por forjar ataque racista nos EUA,https://www.diariodocentrodomundo.com.br/ator-de-serie-transmitida-pela-globo-e-preso-por-forjar-ataque-racista-nos-eua/
189,Diario do Centro do Mundo,2019-04-01T18:57:00+00:00,analise,N/A,"PUBLICADO ORIGINALMENTE NO , DO AUTOR,A Globo News comete mais do que um erro, comete uma fraude jornalistica quando põe Ariel Palácios, de Buenos Aires, a falar da realidade na Venezuela.A Globo dá a entender que o correspondente tem uma melhor percepção dessa realidade, por alguma proximidade mediúnica. Não se trata de ter a melhor capacidade de análise, mas de observação da realidade, como tentou demonstrar agora há pouco, ao dizer que não há mais manifestações gigantes nas ruas p,.x.x.x.x.,Moisés Mendes é jornalista desde os 17 anos. Em 1970, começou como repórter (e depois foi editor) da Gazeta de Alegrete, jornal criado em 1882 por Luís de Freitas Vale, o Barão do Ibirocay, com a missão de combater a escravidão.","Ariel Palacios, a Venezuela e o jornalismo para enganar bobos. Por Moisés Mendes",https://www.diariodocentrodomundo.com.br/ariel-palacios-a-venezuela-e-o-jornalismo-para-enganar-bobos-por-moises-mendes/
190,Diario do Centro do Mundo,2019-04-01T14:19:06+00:00,N/A,N/A,"A evolução da indústria automobilística é representada por modelos que resistem ao tempo e se mantêm como clássicos. Nesse grupo, estão carros de montadoras como Ford, Porsche, Volkswagen, Fiat e Citroën.,Enquanto não sabemos o que ,, vamos relembrar o passado. Hoje, o tema é história sobre duas rodas.,Os carros mais icônicos,Nenhum deles está nessa lista à toa. Seja pela popularidade que ganharam no cinema, pelas personalidades que foram seus motoristas, pelo período histórico em que nasceram ou pelo design inovador, todos esses carros ocuparam o imaginário e marcaram época.,1 – Ford T,
Em 1906, Henry Ford disse: “Vou construir um carro para as pessoas, o carro universal”. Dois anos mais tarde, nascia o Ford T, o primeiro carro produzido em uma linha de montagem.,
Com a redução dos custos de produção, agora em grande escala, o modelo logo ganhou o mercado, colaborando para popularizar esse meio de transporte, até então aristocrático.,
Em 1921, quase 60% da produção mundial de carros correspondia ao Ford T, que foi fabricado até 1927. Na Argentina, ele ficou conhecido como “Ford com bigodes”.,2 – Porsche 911,
A Porsche trouxe mudanças de paradigma no mundo dos carros, e o modelo 911 é um dos mais representativos da companhia – além de um dos mais valiosos, bonitos e importantes da indústria mundial.,
Criação de Ferdinand Porsche, o Porsche 911 é considerado um dos melhores carros esportivos da história. Em suas primeiras versões, seu motor já atingia 210 km/h.,3 – Volkswagen Beetle,
Provavelmente o carro mais popular do mundo, foi encomendado a Ferdinand Porsche por Adolf Hitler, que fez diversas exigências para o desenvolvimento de um carro popular que servisse ao povo alemão.,
Hitler queria lançar “o carro das pessoas”, com design inteligente, eficiente, aerodinâmico e hélice simples (quatro cilindros refrigerados).,
Personalidade, versatilidade, atemporalidade, mais de 22 milhões de unidades vendidas e um lugar consagrado no MoMA endossam o encantador “Carocha”, apelido carinhoso do carro que, apesar de criado em um período de tragédias, mudou a indústria para sempre.,4 – Mini,
O Mini foi elevado à realeza automobilística na segunda metade do século XX, pelas suas dimensões reduzidas, sua confiabilidade, acessibilidade, facilidade de utilização e qualidade. Mesmo com o passar das décadas, segue no imaginário popular.,Ele nasceu em 1959 com um objetivo bem definido: motorizar os cidadãos de maneira acessível e eficiente. Lançado, na época, como um carro “popular”, hoje é símbolo de status.,
Fabricado pela Morris, o Mini teve sua licença vendida, posteriormente, para a BMW.,Estes são apenas quatro dos carros mais icônicos do mundo. Concorda com essa lista?",Carros inesquecíveis: modelos que fizeram história,https://www.diariodocentrodomundo.com.br/carros-inesqueciveis-modelos-que-fizeram-historia/
